ID;airport_name;type;country;lat;long;elevation;service
FVGG;Gachegache Airport;small_airport;ZW;-16.748077;28.930312;1665.0;no
FVGO;Gokwe Airport;small_airport;ZW;-18.238705;28.96625;4199.0;no
FVGR;Grand Reef Airport;small_airport;ZW;-18.9775;32.450802;3333.0;no
FVGT;Gaths Mine Airport;small_airport;ZW;-19.982999801635746;30.5;3454.0;no
FVGW;Gweru Airport;small_airport;ZW;-19.549362;29.735388;4660.0;no
FVHP;Home Park Airport;small_airport;ZW;-18.200000762939453;31.732999801635746;5150.0;no
FVHY;Hippo Valley Airport;small_airport;ZW;-21.049999237060547;31.66699981689453;1420.0;no
FVIP;Impinge Airport;small_airport;ZW;-16.9071;30.8003;4800.0;no
FVIT;Itafa Airport;small_airport;ZW;-18.299999237060547;29.882999420166016;3800.0;no
FVKB;Kariba Airport;medium_airport;ZW;-16.5198;28.885;1706.0;yes
FVKK;Kwekwe Aerodrome;small_airport;ZW;-18.932806;29.841432;4000.0;no
FVKW;Mkwasine Airport;small_airport;ZW;-20.799999237060547;31.816999435424805;1620.0;no
FVKZ;Kezi Airport;small_airport;ZW;-20.91699981689453;28.482999801635746;3300.0;no
FVLA;Langford Airport;small_airport;ZW;-17.933000564575195;30.950000762939453;4600.0;no
FVLG;Longuiel Airport;small_airport;ZW;-17.0;29.632999420166016;4200.0;no
FVLK;Airport of Linkwasha;small_airport;ZW;-19.1233;27.2014;3200.0;no
FVLS;Lonestar Airfield;small_airport;ZW;-21.061103;31.889759;1303.0;no
FVLU;Lusulu Airport;small_airport;ZW;-18.08300018310547;27.867000579833984;3240.0;no
FVMA;Marondera Airport;small_airport;ZW;-18.183001;31.466999;5370.0;no
FVMB;Mashumbi Airport;small_airport;ZW;-16.16699981689453;30.566999435424805;1240.0;no
FVMC;Hwange Main Camp Airfield;small_airport;ZW;-18.724765;26.956472;3485.0;no
FVMD;Mount Darwin Airport;small_airport;ZW;-16.769199;31.559799;3240.0;no
FVMF;Mabikwa Airport;small_airport;ZW;-18.744805;27.54682;3450.0;no
FVMH;Mahenye Airport;small_airport;ZW;-21.231;32.3336;930.0;no
FVMI;Mubayira Airport;small_airport;ZW;-18.316966;30.586681;4102.0;no
FVMK;Mkonono Airport;small_airport;ZW;-17.716999053955078;30.41699981689453;4650.0;no
FVML;Mlibizi Airstrip;small_airport;ZW;-17.9604;27.1184;1980.0;no
FVMN;Mana Pools Airport;small_airport;ZW;-15.768735;29.385617;1300.0;no
FVMS;Middle Sabi Airport;small_airport;ZW;-20.21699905395508;32.367000579833984;1510.0;no
FVMT;Mutoko Airport;medium_airport;ZW;-17.4319;32.184502;3950.0;no
FVMU;Mutare Airport;small_airport;ZW;-18.997499465942;32.627201080322;3410.0;no
FVMV;Masvingo International Airport;medium_airport;ZW;-20.0553;30.8591;3595.0;no
FVMW;Murewa Airport;small_airport;ZW;-17.649999618530273;31.799999237060547;4579.0;no
FVOT;Kotwa Airport;small_airport;ZW;-16.9848;32.672699;2450.0;no
FVRB;Barberton Lodge Airfield;small_airport;ZW;-21.12863;29.871943;2650.0;no
FVRI;Kipling's Rukari Airstrip;small_airport;ZW;-16.855422;28.427034;1660.0;no
FVTL;Josiah Tungamirai Air Force Base;medium_airport;ZW;-19.436718;29.861945;4680.0;no
FVWN;Hwange National Park Airport;medium_airport;ZW;-18.6299;27.021;3543.0;no
FVWT;Hwange (Town) Airport;small_airport;ZW;-18.362967;26.519791;2500.0;no
FVYT;Inyati Airport;small_airport;ZW;-19.700000762939453;28.850000381469727;4400.0;no
FWBG;Bangula Airport;small_airport;MW;-16.578408;35.116148;302.0;no
FWCB;Chilumba Private Airport;small_airport;MW;-10.439073;34.246055;1611.0;no
FWCD;Chelinda Airfield;small_airport;MW;-10.557293;33.797109;7759.0;no
FWCL;Chileka International Airport;large_airport;MW;-15.677189;34.972319;2555.0;yes
FWCM;Club Makokola Airport;small_airport;MW;-14.306483;35.131477;1587.0;no
FWCT;Chitipa Airport;small_airport;MW;-9.7;33.266998;4270.0;no
FWDW;Dwangwa Airport;medium_airport;MW;-12.517527;34.131877;1605.0;no
FWKA;Karonga Airport;medium_airport;MW;-9.953571;33.893264;1765.0;no
FWKG;Kasungu Airport;small_airport;MW;-13.0146;33.468601;3470.0;no
FWKI;Kamuzu International Airport;large_airport;MW;-13.7894;33.780998;4035.0;yes
FWLK;Likoma Island Airport;small_airport;MW;-12.079787;34.736253;1600.0;no
FWLP;Lifupa Airport;small_airport;MW;-13.05;33.150002;3326.0;no
FWMC;Mchinji Airport;small_airport;MW;-13.806967;32.894753;3901.0;no
FWMY;Monkey Bay Airport;small_airport;MW;-14.0836000443;34.9197006226;1580.0;no
FWMZ;Mzimba Airport;small_airport;MW;-11.883000373840332;33.617000579833984;4440.0;no
FWTK;Mtakatata Airport;small_airport;MW;-14.217000007629396;34.53300094604492;1725.0;no
FWUU;Mzuzu Airport;medium_airport;MW;-11.4447;34.011799;4115.0;no
FYAA;Ai-Ais Airport;small_airport;NA;-27.995;17.5966;2000.0;no
FYAB;Aroab B Airport;small_airport;NA;-26.7761;19.633101;3235.0;no
FYAD;Aandster Airstrip;small_airport;NA;-25.355245;16.105086;3312.0;no
FYAI;Ameib Ranch Airstrip;small_airport;NA;-21.818012;15.620645;;no
FYAK;Aussenkehr Airport;small_airport;NA;-28.4587;17.4645;970.0;no
FYAM;Aminuis Airstrip;small_airport;NA;-23.6558;19.3517;4012.0;no
FYAR;Arandis Airport;medium_airport;NA;-22.461875;14.979322;1905.0;no
FYAS;Aus Airport;small_airport;NA;-26.668127;16.29312;4856.0;no
FYAT;Autabib Airfield;small_airport;NA;-23.009534;17.686425;4836.0;no
FYAV;Ariamsvlei Airport;small_airport;NA;-28.127166;19.837872;2549.0;no
FYBC;Bethanien Airport;small_airport;NA;-26.5448;17.1816;3260.0;no
FYBE;Betesda Airstrip;small_airport;NA;-24.618554;15.997697;3056.0;no
FYBI;Arabi Hunting Farm Airfield;small_airport;NA;-26.391909;19.68725;3108.0;no
FYBJ;Bitterwasser Lodge & Flying Club Airfield;small_airport;NA;-23.875;17.9911;4167.0;no
FYBM;B2Gold Otjikoto Mine Airport;small_airport;NA;-19.992261;17.127671;4998.0;no
FYBO;Blumfelde Airfield;small_airport;NA;-23.549891;18.323268;4253.0;no
FYBR;Berseba Airfield;small_airport;NA;-25.982345;17.839329;3038.0;no
FYBW;Bwabwata Airstrip;closed;NA;-17.819553;22.56441;3286.0;no
FYBY;Byseewah Airstrip;small_airport;NA;-19.607944;15.430402;4059.0;no
FYCC;Cape Cross Airstrip.;small_airport;NA;-21.762412;13.9912;31.0;no
FYCV;Cordova Airstrip;small_airport;NA;-21.733142;18.521281;;no
FYDC;Damaraland Wilderness Camp Airstrip;small_airport;NA;-20.431705;14.127124;1604.0;no
FYDN;Doro Nawas Airstrip;small_airport;NA;-20.451007;14.287337;1525.0;no
FYEA;Etendeka Airstrip;small_airport;NA;-19.803039;13.928163;3246.0;no
FYEF;Epupa Falls Airstrip.;small_airport;NA;-17.029332;13.210312;2549.0;no
FYEG;Erongo Mountain Ombu Airstrip;small_airport;NA;-21.667778;15.671146;4498.0;no
FYEK;Epukiro Airport;small_airport;NA;-21.786699;19.1061;4892.0;no
FYEM;Emeritus (Onanis) Airstrip;small_airport;NA;-22.892724;15.701427;3785.0;no
FYEN;Eenhana Airport;small_airport;NA;-17.483;16.322001;3660.0;no
FYEP;Epacha Airport;small_airport;NA;-19.42956;15.676921;;no
FYER;Ermo Game Farm Airstrip;small_airport;NA;-19.296402;14.561886;4180.0;no
FYET;Etusis Lodge Airport;small_airport;NA;-22.179404;15.755858;;no
FYGB;Gobabis Airport;small_airport;NA;-22.5044;18.973101;4731.0;no
FYGC;Gochas Airstrip;small_airport;NA;-24.8564;18.817801;3714.0;no
FYGF;Grootfontein Airport;medium_airport;NA;-19.6022;18.1227;4636.0;no
FYGK;Farm Whitwater East Landing Strip;small_airport;NA;-24.629999;15.9392;857.0;no
FYGO;Gobabeb Airfield;small_airport;NA;-23.5443;15.04492;1381.0;no
FYGT;Gross Tsaub Airstrip;small_airport;NA;-20.027908;15.066459;3723.0;no
FYGV;Gravenstein Prv Airport;small_airport;NA;-23.4589;17.497801;4370.0;no
FYHH;Helmeringhausen Airport;small_airport;NA;-25.863598;16.816362;4603.0;no
FYHI;Halali Airport;small_airport;NA;-19.0285;16.4585;3639.0;yes
FYHN;Henties Bay Airport;small_airport;NA;-22.10345;14.3025;;no
FYHO;Hoanib Airstrip;small_airport;NA;-19.3864;13.1327;936.0;no
FYHS;Hobas Airport;small_airport;NA;-27.624399185180664;17.693300247192383;2313.0;no
FYHV;Hartmann Valley Airstrip;small_airport;NA;-17.377134;12.254745;2045.0;no
FYIA;Intu Africa Pan Airport;small_airport;NA;-24.08830070495605;17.95170021057129;4012.0;no
FYKA;Karibib Airport;small_airport;NA;-21.847799;15.9028;3829.0;no
FYKB;Karasburg Airport;small_airport;NA;-28.0297;18.7385;3275.0;no
FYKD;Kalkfeld Airport;small_airport;NA;-20.90139961242676;16.207799911499023;5059.0;no
FYKE;Kalahari Game Lodge Airport;small_airport;NA;-25.651100158691406;19.87809944152832;3182.0;no
FYKJ;Kamanjab Airport;small_airport;NA;-19.520599;14.8233;4259.0;no
FYKM;Katima Mulilo Airport;medium_airport;NA;-17.634258;24.176688;3144.0;yes
FYKT;Keetmanshoop Airport;medium_airport;NA;-26.539801;18.111401;3506.0;no
FYKU;Kuidas Airstrip;small_airport;NA;-20.650026;13.860082;800.0;no
FYKZ;Kuzikus Airstrip;small_airport;NA;-23.229516;18.3867;4417.0;no
FYLO;Lodge Okajo Airstrip;small_airport;NA;-21.727778;16.195833;4206.0;no
FYLR;La Rochelle Airfield;small_airport;NA;-18.978958;17.86126;3873.0;no
FYLS;Lianshulu Lodge Airstrip;small_airport;NA;-18.116495;23.39346;3143.0;no
FYLW;Langverwacht Airstrip;small_airport;NA;-25.000236;18.532866;3786.0;no
FYLZ;Luderitz Airport;medium_airport;NA;-26.687400817871094;15.242899894714355;457.0;yes
FYMB;Meob Bay Landing Site;small_airport;NA;-24.617235;14.697224;20.0;no
FYME;Mount Etjo Airport;small_airport;NA;-21.0233001709;16.4528007507;5000.0;no
FYMG;Midgard Airport;small_airport;NA;-22.0106;17.37;5125.0;no
FYMH;Maltahoehe Airstrip;small_airport;NA;-24.770477;16.977822;4511.0;no
FYMI;Mile 72 Airfield;small_airport;NA;-21.870352;14.079146;51.0;no
FYMK;Kunene Mouth Airstrip;small_airport;NA;-17.270771;11.762853;15.0;no
FYML;Mariental Airport;medium_airport;NA;-24.6054;17.9254;3650.0;no
FYMO;Mokuti Lodge Airport;small_airport;NA;-18.812799;17.059401;3665.0;no
FYMW;Moewe Bay Airport;small_airport;NA;-19.389049;12.743769;30.0;no
FYWE;Eros Airport;medium_airport;NA;-22.60492;17.079002;5575.0;yes
FYWH;Hosea Kutako International Airport;large_airport;NA;-22.4799;17.4709;5640.0;yes
FYXX;Canon Lodge Airport;small_airport;NA;-27.65970039367676;17.837799072265625;3058.0;no
IBL;Indigo Bay Lodge Airport;medium_airport;MZ;-21.708;35.452801;20.0;no
IMG;Inhaminga Airport;small_airport;MZ;-18.41;35.0045;1072.0;no
INE;Chinde Airport;small_airport;MZ;-18.59;36.4489;22.0;no
LBM;Luabo Airport;small_airport;MZ;-18.4139;36.1068;36.0;no
MJS;Maganja da Costa Airport;small_airport;MZ;-17.3087;37.5;215.0;no
MTU;Montepuez Airport;small_airport;MZ;-13.121899604797363;39.05279922485352;;no
MW-0001;Chintheche Aerodrome;small_airport;MW;-11.8353;34.16446;1650.0;no
MW-0002;Katumbi Airport;closed;MW;-10.830489;33.508844;3986.0;no
MW-0003;Dedza Airport;closed;MW;-14.383;34.317001;5240.0;no
MW-0004;Mangochi Airport;closed;MW;-14.483;35.266998;1580.0;no
MW-0005;Mponongo Airstrip;small_airport;MW;-13.990983;33.326776;3760.0;no
MWR;Motswari Airport;small_airport;ZA;-24.1903;31.3864;1160.0;no
MZ-0001;Mbatamila Airport;small_airport;MZ;-12.169599;37.54545;;no
MZ-0002;Macalonge Airport;small_airport;MZ;-12.499796;35.428228;;no
MZ-0003;Metangula Airport;small_airport;MZ;-12.701334;34.803468;1650.0;no
MZ-0004;Magaruque Airport;closed;MZ;-21.9672451019;35.4247283936;20.0;no
MZ-0008;Massinga Airport;small_airport;MZ;-23.345136;35.339172;;no
MZ-0009;Homoine Airport;small_airport;MZ;-23.866113;35.136698;;no
MZ-0010;Mabote Airport;small_airport;MZ;-22.044039;34.158814;;no
MZ-0011;Baixo Pinda Airport;small_airport;MZ;-14.210912;40.696848;;no
MZ-0013;Matemo Airport;small_airport;MZ;-12.201529;40.569915;;no
MZ-0014;Medjumbe Airport;small_airport;MZ;-11.817449;40.602972;;no
MZ-0016;Mbamba Airport;small_airport;MZ;-12.140706;38.318613;;no
MZ-0017;Lugenda Wilderness Camp Airstrip;small_airport;MZ;-12.288658;37.818062;976.0;no
MZ-0018;Buffalo Camp Airstrip;small_airport;MZ;-20.913318;34.283153;;no
MZ-0020;Machasi Airport;small_airport;MZ;-20.823041;33.378488;;no
MZ-0021;Massangena Airport;small_airport;MZ;-21.587678;32.929183;;no
MZ-0023;Espungabera Airport;small_airport;MZ;-20.438769;32.774927;;no
MZ-0025;Mafambisse Airport;small_airport;MZ;-19.575645;34.633552;;no
MZ-0026;Mague Airport;small_airport;MZ;-15.810219;31.741015;;no
MZ-0027;Blanguete Airport;small_airport;MZ;-15.684819;30.610828;;no
MZ-0030;Fingoe Airport;small_airport;MZ;-15.172786;31.906405;;no
MZ-0031;Milange Airport;small_airport;MZ;-16.124602;35.734548;;no
MZ-0032;Gile Airport;small_airport;MZ;-16.163767;38.360793;;no
MZ-0033;Chiure Airport;small_airport;MZ;-13.407165;39.803192;;no
MZ-0034;Macomia Airport;small_airport;MZ;-12.271035;40.110719;;no
MZ-0035;Meluco Airport;small_airport;MZ;-12.525447;39.654529;;no
MZ-0036;Malvernia Airport;small_airport;MZ;-22.088361;31.693199;;no
MZ-0037;Macossa Airport;small_airport;MZ;-17.86764;33.915103;;no
MZ-0038;Mecanhelas Airport;small_airport;MZ;-15.202762;35.870151;;no
MZ-0039;Mucumbura Airport;small_airport;MZ;-16.187755;31.686824;;no
MZ-0040;Catandica Airport;small_airport;MZ;-18.136596;33.202238;;no
MZ-0042;Mopeia Airport;small_airport;MZ;-17.977031;35.705003;;no
MZ-0043;Chemba Airport;small_airport;MZ;-17.167836;34.882624;;no
MZ-0044;Massingir Airport;small_airport;MZ;-23.939579;32.153803;;no
MZ-0045;Inhassoro Airstrip;small_airport;MZ;-21.547634;35.119673;112.0;no
MZ-0048;Afungi Airport;small_airport;MZ;-10.84903;40.50541;;no
MZ-0051;Kenmare Moma Airport;small_airport;MZ;-16.55068;39.62062;;no
MZ-0054;Machangulo Airport;small_airport;MZ;-26.20306;32.93819;;no
MZ-0055;Moma Airport;closed;MZ;-16.74466;39.21883;20.0;no
MZ-0056;Former Marromeu Airport;closed;MZ;-18.29363;35.93434;43.0;no
MZ-0057;Chupanga Airport;closed;MZ;-18.0336;35.61152;123.0;no
MZ-0059;Emboqui Airport;small_airport;MZ;-15.60454;32.41439;1240.0;no
MZ-0061;Mandimba Airport;small_airport;MZ;-14.33943;35.663;2549.0;no
MZ-TGS;Chokwé Airport;small_airport;MZ;-24.52059936523437;32.965301513671875;;no
NA-0001;Kwessi Dunes Airfield;small_airport;NA;-24.837799;15.9069;2907.0;no
NA-0002;Aminuis Pan Landing Site;small_airport;NA;-23.607200622558597;19.91580009460449;4075.0;no
NA-0003;Anib Lodge Landing Site;small_airport;NA;-24.4347;18.104401;3950.0;no
NA-0004;Aranos Airport;small_airport;NA;-24.128295;19.114591;3904.0;no
NA-0005;Aranos Pan Landing Site;small_airport;NA;-24.109399795532227;19.288299560546875;3891.0;no
NA-0006;Auob Lodge Airport;small_airport;NA;-24.822194;18.762192;3730.0;no
NA-0007;Basaroot Landing Site;closed;NA;-23.7583007812;18.2938995361;4163.0;no
NA-0008;Bitterwasser N. Sta Airport;small_airport;NA;-23.865800857543945;17.991100311279297;4150.0;no
NA-0009;Bitterwasser North Airport;small_airport;NA;-23.86720085144043;17.979999542236328;4154.0;no
NA-0010;Blumfelde Pan Landing Site;small_airport;NA;-23.565000534057617;18.3710994720459;4219.0;no
NA-0011;Bush Breaks Lodge Landing Site;small_airport;NA;-22.327800750732425;19.750600814819336;4734.0;no
NA-0012;Bagani Airport;small_airport;NA;-18.11848;21.623296;3314.0;no
NA-0013;Derm East Pan Landing Site;small_airport;NA;-23.66670036315918;18.216699600219727;4219.0;no
NA-0014;Dordabis Carpet Airport;small_airport;NA;-22.95439910888672;17.639699935913086;4970.0;no
NA-0015;Eirup Landing Site;small_airport;NA;-24.23189926147461;18.40920066833496;3921.0;no
NA-0016;Eureka Farm Airport;small_airport;NA;-21.198099;17.8211;4705.0;no
NA-0017;Georgia Peter Schomarz Landing Site;small_airport;NA;-23.28059959411621;18.63419914245605;4298.0;no
NA-0018;Greub Landing Site;small_airport;NA;-23.12190055847168;16.733600616455078;5604.0;no
NA-0019;Grootpan East Landing Site;small_airport;NA;-23.543100357055664;18.38419914245605;4259.0;no
NA-0020;Hannover N Airport;small_airport;NA;-23.361900329589844;17.80389976501465;4459.0;no
NA-0021;Haribes Dam Strip;small_airport;NA;-24.6210994720459;17.540800094604492;3894.0;no
NA-0022;Hetaku Game Lodge Landing Site;small_airport;NA;-21.98189926147461;18.507200241088867;5128.0;no
NA-0023;Judaea Strip;small_airport;NA;-23.745800018310547;18.091100692749023;4216.0;no
NA-0024;Julia Landing Site;small_airport;NA;-22.96999931335449;18.19389915466309;4616.0;no
NA-0025;Kalkrand Pan Landing Site;small_airport;NA;-24.06220054626465;17.596900939941406;4022.0;no
NA-0026;Kamombombe East Airport;small_airport;NA;-21.614200592041016;16.055599212646484;4098.0;no
NA-0027;Kansimba Landing Site;small_airport;NA;-22.044443;16.178859;4098.0;no
NA-0028;Kentani Landing Site;small_airport;NA;-23.862199783325195;17.857200622558594;4055.0;no
NA-0029;Kentucky Sud Pan Landing Site;small_airport;NA;-22.7450008392334;19.31329917907715;4554.0;no
NA-0030;Kerweder Airport;small_airport;NA;-24.96310043334961;16.013599395751953;3179.0;no
NA-0031;Khorab Safari Lodge Airport;small_airport;NA;-19.641399;17.319401;4616.0;no
NA-0032;Kiripotib Landing Site;small_airport;NA;-23.32830047607422;17.946399688720703;4475.0;no
NA-0033;Klein Aub 15M Landing Site;small_airport;NA;-23.790599822998047;16.658599853515625;5085.0;no
NA-0034;Klein Aub Pan Ok Landing Site;small_airport;NA;-23.78059959411621;16.645000457763672;5105.0;no
NA-0035;Louwater Pan Landing Site;small_airport;NA;-23.267104;17.733651;4551.0;no
NA-0036;Maltahoehe 4 Kal Landing Site;small_airport;NA;-24.531400680541992;17.18440055847168;4446.0;no
NA-0037;Maltahoehe 5 Kal Landing Site;small_airport;NA;-24.11079978942871;17.564199447631836;4121.0;no
NA-0038;Maltahoehe 6 Kal Landing Site;small_airport;NA;-24.12529945373535;17.55780029296875;4114.0;no
NA-0039;Maltahoehe 7 Kal Landing Site;small_airport;NA;-24.336700439453125;17.340599060058594;4229.0;no
NA-0040;Maltahoehe 8 Kal Landing Site;small_airport;NA;-24.343900680541992;17.332199096679688;4216.0;no
NA-0041;Maltahoehe 9 Kal Landing Site;small_airport;NA;-24.510799407958984;17.18829917907715;4439.0;no
NA-0042;Mbela Big Wings Landing Site;small_airport;NA;-23.74250030517578;17.911699295043945;4226.0;no
NA-0043;Hammerstein Airstrip;small_airport;NA;-24.889386;16.198004;4849.0;no
NA-0044;Moscow Landing Site;small_airport;NA;-25.183300018310547;19.25690078735352;3481.0;no
NA-0067;Geluk Airstrip;small_airport;NA;-24.6733;15.7919;2402.0;no
NA-0070;Guibes Landing Strip;small_airport;NA;-26.700000762939453;16.950000762939453;4091.0;no
NA-0071;Keetmansh Railroad Airport;small_airport;NA;-26.59305000305176;18.1422176361084;3231.0;no
NA-0072;Klipdrif Airstrip;small_airport;NA;-26.51666641235352;16.916667938232422;4245.0;no
NA-0074;Koes Airport;small_airport;NA;-25.934582;19.115206;3175.0;no
NA-0077;Mata Mata Landing Site;closed;NA;-25.7677822113;20.0;3125.0;no
NA-0078;Brukkaros Landing Strip;small_airport;NA;-25.69945;18.053049;3190.0;no
NA-0079;Finger Gottes Airstrip;small_airport;NA;-25.497217178344727;18.17250061035156;3461.0;no
NA-0081;Guamus Airport;small_airport;NA;-25.19778251647949;18.273616790771484;3838.0;no
NA-0082;Gibeon Airport;small_airport;NA;-25.127216339111328;17.76194953918457;3428.0;no
NA-0084;Maltahoehe S Airport;small_airport;NA;-24.835599899291992;16.975200653076172;4465.0;no
NA-0085;Katzensteg Airport;small_airport;NA;-24.769716262817383;18.98833274841309;3683.0;no
NA-0087;Lendepas Landing Site;small_airport;BW;-24.750339;19.999709;3451.0;no
NA-0090;Kouwater Landing Site;small_airport;NA;-24.62638282775879;18.04361724853516;3777.0;no
NA-0092;Gianti-1 Airport;small_airport;NA;-24.252599716186523;16.315500259399414;4521.0;no
NA-0093;Kub Landing Site;small_airport;NA;-24.21554946899414;17.49333381652832;3982.0;no
NA-0095;Bullsport Landig Site;small_airport;NA;-24.11666679382324;16.366666793823242;5120.0;no
NA-0096;Morester Landing Site;small_airport;NA;-24.116117477416992;19.977783203125;3863.0;no
NA-0097;Lidfontein Landing Site;small_airport;NA;-24.078646;18.184487;3975.0;no
NA-0103;Hoachanas Airport;small_airport;NA;-23.915000915527344;18.04916763305664;4137.0;no
NA-0104;Droeplaas Landing Site;small_airport;NA;-23.81861686706543;19.082500457763672;4058.0;no
NA-0106;Bimsfarm Landing Site;small_airport;NA;-23.72833251953125;18.147216796875;4215.0;no
NA-0108;Gomnab Airport;small_airport;NA;-23.69179916381836;18.27239990234375;4190.0;no
NA-0111;Kaukerus Landing Site;small_airport;NA;-23.63937;17.864017;4314.0;no
NA-0112;Cowdray Airstrip;small_airport;NA;-23.54471778869629;17.787782669067383;4314.0;no
NA-0114;Leonardville Airport;small_airport;NA;-23.51502;18.789507;4166.0;no
NA-0115;Beenbreek Landing Site;small_airport;NA;-23.474603;17.948042;4399.0;no
NA-0116;Gamsberg Landing Site;small_airport;NA;-23.36669921875;16.25;5885.0;no
NA-0117;Gams Farm Landing Site;small_airport;NA;-23.36666679382324;16.299999237060547;6063.0;no
NA-0119;Klein Nauas Landing Site;small_airport;NA;-23.31666755676269;17.844167709350586;4474.0;no
NA-0123;Goellschau Farm Landing Site;small_airport;NA;-23.274999618530277;16.538883209228516;5934.0;no
NA-0124;Louwater S M7 Airport;small_airport;NA;-23.258301;17.9699;4504.0;no
NA-0125;Garib Landing Site;small_airport;NA;-23.13500022888184;17.63279914855957;4750.0;no
NA-0127;Doornpoort Airstrip;small_airport;NA;-23.073883056640625;18.051382064819336;4597.0;no
NA-0129;Bergland Landing  Strip;small_airport;NA;-22.973333;17.144716;5517.0;no
NA-0130;Krumneck Airport;small_airport;NA;-22.96138381958008;16.934450149536133;5768.0;no
NA-0131;Keitzaub Landing Site;small_airport;NA;-22.810283660888672;18.84971618652344;4469.0;no
NA-0133;Aris Landrig Strip;small_airport;NA;-22.756383895874023;17.13526725769043;5820.0;no
NA-0135;Gobabis Street-T Airport;small_airport;NA;-22.43611717224121;19.01361656188965;4815.0;no
NA-0138;Eintracht Airstrip;small_airport;NA;-22.353050231933597;18.2450008392334;4958.0;no
NA-0141;Buitepos Airstrip;small_airport;NA;-22.266707;19.99906;4210.0;no
NA-0142;Drimiopsis Landing Site;small_airport;NA;-22.06666755676269;19.06666755676269;5023.0;no
NA-0145;Albrechts Aistrip;small_airport;NA;-21.9455509185791;16.06999969482422;4478.0;no
NA-0148;Fortuna Landing Site;small_airport;NA;-21.808332443237305;19.90833282470703;4389.0;no
NA-0150;Epukiro North Landing Site;small_airport;NA;-21.67526626586914;19.21693229675293;4770.0;no
NA-0151;Epukiru Airport;small_airport;NA;-21.61666679382324;19.399999618530277;4633.0;no
NA-0153;Hochfeld Airport;small_airport;NA;-21.49028205871582;17.85194969177246;5127.0;no
NA-0154;Godehoop Landing Site;small_airport;NA;-21.28333282470703;15.533332824707031;3567.0;no
NA-0158;Isibis Airstrip;small_airport;NA;-23.4178;16.5075;5600.0;no
NA-0159;Khorixas Airport;small_airport;NA;-20.366192;15.059298;3353.0;no
NA-0162;Kongola Airport;small_airport;NA;-17.775197;23.307089;;no
NA-0167;B8 Airstrip;small_airport;NA;-19.059552;18.664579;;no
NA-0169;Ehomba Airport;small_airport;NA;-17.488;13.836836;3578.0;no
NA-0172;Haklesdoorn Airport;small_airport;NA;-28.886092;18.239166;;no
NA-0174;Farm Etemba Landing Strip;small_airport;NA;-21.405111;15.606778;3503.0;no
NA-0175;Farm Dawib Ost Landing Strip;small_airport;NA;-21.774528;15.515361;3503.0;no
NA-0176;Kalkrand Airfield;small_airport;NA;-24.07675;17.610417;4061.0;no
NA-0177;Desert Rhino Camp Airstrip;small_airport;NA;-20.036661;13.844147;;no
NA-0181;Bakers Bay Airstrip;small_airport;NA;-27.66285;15.53276;;no
NA-0182;Former Aus Airfield;closed;NA;-26.69351;16.31889;4898.0;no
NA-0183;Mushara Lodge Airfield;small_airport;NA;-18.8231;17.14528;3701.0;no
NA-0185;Brandberg White Lady Lodge Airfield;small_airport;NA;-21.0267;14.67952;1555.0;no
NA-0188;Mapulanga Airstrip;small_airport;NA;-17.86823;23.34095;3176.0;no
NA-0189;Erindi Ranch Airstrip;small_airport;NA;-21.536138;16.392607;5742.0;no
RRM;Marromeu Airport;small_airport;MZ;-18.319259;35.949501;39.0;no
VJQ;Gurue Airport;small_airport;MZ;-15.5062;36.9904;2248.0;no
VUU;Mvuu Camp Airport;small_airport;MW;-14.838611;35.301389;1600.0;no
ZA-0001;Beulah Airport;small_airport;ZA;-33.905277252197266;24.95694351196289;34.0;no
ZA-0002;Bhejane Game Reserve Airport;small_airport;ZA;-33.1966667175293;23.934667587280277;1895.0;no
ZA-0003;Koppies Airport;small_airport;ZA;-27.25;27.549999237060547;;no
ZA-0004;Brown's Landing Airport;small_airport;ZA;-32.69652;28.321643;300.0;no
ZA-0005;Blanco Airport;small_airport;ZA;-32.08333206176758;26.299999237060547;4200.0;no
ZA-0006;Brosterlea Farm Airport;small_airport;ZA;-31.28333282470703;26.56666755676269;5500.0;no
ZA-0010;Arbeitsgenot Airport;small_airport;ZA;-28.73590087890625;27.231800079345703;4800.0;no
ZA-0011;Brandfort Moreson Airport;small_airport;ZA;-28.690399;26.420799;4647.0;no
ZA-0012;Arizona Airport;small_airport;ZA;-28.453332901000977;27.524999618530277;5500.0;no
ZA-0015;Aldam Airport;small_airport;ZA;-28.268888473510746;27.1613883972168;5105.0;no
ZA-0016;Aero Farm Airport;small_airport;ZA;-28.22361183166504;29.115833282470703;5580.0;no
ZA-0017;Alberta Airport;small_airport;ZA;-27.984167098999023;28.39444351196289;5540.0;no
ZA-0018;Bartsrus Airport;small_airport;ZA;-27.96041679382324;25.835832595825195;4200.0;no
ZA-0019;Braehead Airport;small_airport;ZA;-27.680500030517575;27.25349998474121;4300.0;no
ZA-0020;Anton Fourie Farm Airport;small_airport;ZA;-27.5;26.330554962158203;4300.0;no
ZA-0022;Appleby Airport;small_airport;ZA;-27.20133399963379;26.903499603271484;4300.0;no
ZA-0025;Aero 57 Airport;small_airport;ZA;-25.903165817260746;28.082000732421875;5100.0;no
ZA-0026;Blue Mountain Valley Airport;small_airport;ZA;-25.857500076293945;27.62777709960937;4150.0;no
ZA-0027;Bronkhorstspruit Airport;closed;ZA;-25.771389;28.726944;4800.0;no
